回答番号,受付番号,回答日時,属性,あなたの性別は？,あなたの年齢は？,あなたが住んでる地区は？,あなたが住んでる地区の良いところや好きなところ、自慢したいところは？,あなたが住んでいる地区に変わってほしいところや不便なところは？,鯖江市に変わってほしいところや不便なところは？,あなたは鯖江市に住み続けたいですか？,住みたい場所の質問で、3～5を選択した人にお聞きします。具体的にどこに移りたいですか？,住みたい場所の質問で、あなたが選んだ理由は？,あなたが欲しい情報を探したり集めたりするときに使うものは？ [（○は３つまで）],あなたが欲しい情報を探したり集めたりするときに使うものは？その他,あなたは鯖江市がどんなまちになったらいいと思いますか？ [（○は３つまで）],あなたは鯖江市がどんなまちになったらいいと思いますか？その他,鯖江市の将来像について、夢や希望、アイデアなど、想いを自由に書いてください。,その他、市に対して言いたいことを、自由に書いてください。
75,SR00007556,2023-07-10T19:58:41,一般,女性,30～39歳,豊,,"見難いのにカーブミラーがない交差点が多いので設置してほしい
道路の陥没を直して欲しい","子供をつれて気軽にいけるような屋根付き施設を充実させてほしい

ホームページがわかりにくい",１．いま住んでる地区にずっと住み続けたい,,家をかったから。,スマートフォン（スマホ）,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;安心して結婚・出産・子育てができるまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,,
74,SR00007473,2023-07-10T19:26:54,一般,女性,40～49歳,鯖江（惜陰・進徳小学校区）,電車の駅が近く、交通の便は悪くないところです。歴史を感じられる旧跡があって、歩いていて楽しいです。,福井県全般に言える事ですが、スーパーやドラッグストアは近くにありますが、ちょっと服を買ったり靴を買ったりするのに車がないと不便で、高齢者は不自由を強いられてます。その都度送迎を頼まれるのも、負担が大きいです。,アルプラザなどの商業施設や病院に、車以外の交通手段で行きやすくなれば良いと思います。,１．いま住んでる地区にずっと住み続けたい,,長年住み慣れており、電車の駅が近くて便利だからです。,パソコン;スマートフォン（スマホ）,,子どもから高齢者まで安心して教育を受けられるまち;高度な医療や福祉サービスが充実したまち;だれもが自由に移動できる交通利便性の高いまち,,,
71,SR00007112,2023-07-10T18:19:17,一般,男性,60～64歳,鯖江（惜陰・進徳小学校区）,西川公園,空き家対策が進んでない,公共の移動手段が不便,５．県外に移りたい,滋賀県,琵琶湖,パソコン;スマートフォン（スマホ）;テレビ,,だれもが自由に移動できる交通利便性の高いまち;高度な医療や福祉サービスが充実したまち,,新幹線が開通しても通過するのだから無理をしないで身の丈にあったまちづくりをすれば良いと思います。,しっかりと職員が仕事をしているか管理してほしい。管理職とは名ばかり。
70,SR00007029,2023-07-10T17:28:56,一般,女性,40～49歳,北中山,のんびりしている雰囲気があり、居心地が良い。,"通学の駅へ行くにも送迎が必要で不便。
愛育会やスポーツ協会のように入会を強要される会が多くあり、煩わしい。",,３．市内の他の地区に移りたい,徒歩圏内に病院もスーパーも銀行もある街,免許を返納した時に不便になりそうだから,スマートフォン（スマホ）,,歴史・伝統・芸術・文化を大切にするまち;だれもが自由に移動できる交通利便性の高いまち;個性を尊重し多様なライフスタイルが実現できるまち,,,
68,SR00006871,2023-07-10T16:01:33,一般,女性,30～39歳,立待,大きな公園（丸山公園、大谷公園）があり、子どもが喜んで遊べる,特になし,全天候型の遊び場が欲しい,１．いま住んでる地区にずっと住み続けたい,,住みやすいから,スマートフォン（スマホ）,,子どもから高齢者まで安心して教育を受けられるまち;安心して結婚・出産・子育てができるまち;防災対策や防犯対策が十分で安全安心に暮らせるまち,,,子育て支援を拡充していただけると嬉しいです。
67,SR00006765,2023-07-10T15:57:48,一般,女性,30～39歳,立待,生活に必要なお店が近く、公園など遊び場もある。子どもが多い。,雨天時の子どもの遊び場がない,,１．いま住んでる地区にずっと住み続けたい,,一度福井市に転出しましたが、生まれ育った鯖江、いろいろチャレンジする鯖江が好き。,スマートフォン（スマホ）;パソコン,,子どもから高齢者まで安心して教育を受けられるまち;安心して結婚・出産・子育てができるまち;デジタル技術を活用したサービスが充実したまち,,,子育ての支援金など、ありがたいです。謎の百条委員会などの揉め事はやめて、建設的なまちづくりを望みます。
66,SR00006661,2023-07-10T15:34:00,一般,女性,65～69歳,河和田,,"若い人達が結婚しない事。
結婚しても、別居で、河和田から出て所帯を持つ事。
結婚しないから子どもの数が少ない事。
手頃なアパートが集合住安宅、建て売り住宅等で有難い補助金を出して若者流出を防ぐ手立てを打つ事を希望する。","若い世代の遊び場が欲しい。
池田のようなスケールのもの。",１．いま住んでる地区にずっと住み続けたい,,結婚したから。,スマートフォン（スマホ）;テレビ;ラジオ,,子どもから高齢者まで安心して教育を受けられるまち;産業が盛んで働く場所が充実したまち;安心して結婚・出産・子育てができるまち,,,
65,SR00006598,2023-07-10T15:32:36,一般,女性,75歳以上,豊,山の近くで自然豊かな所です,今は車に乗れるからいいが交通の不便さがしんぱいです,,１．いま住んでる地区にずっと住み続けたい,,自然豊かな所です。,スマートフォン（スマホ）,,高度な医療や福祉サービスが充実したまち;だれもが自由に移動できる交通利便性の高いまち;子どもから高齢者まで安心して教育を受けられるまち,,,
64,SR00006451,2023-07-10T15:20:40,一般,男性,65～69歳,片上,徒歩圏内に文殊山がありハイキング登山などが手ごろにできる。,"若者の地域離れが進み子供の人数が減ってきている。
近くに買い物できるお店が無く、車を使わないと買い物もできない。",若者世代が住み易い、子供を育て易い環境づくりを行って、その情報発信を積極的に行う。,１．いま住んでる地区にずっと住み続けたい,,既に一度県外に出て帰って来たから。,スマートフォン（スマホ）;タブレット端末;新聞・雑誌など,,子どもから高齢者まで安心して教育を受けられるまち;安心して結婚・出産・子育てができるまち;産業が盛んで働く場所が充実したまち,,市民、みんなが笑顔て挨拶し合っている街,市としての方針（取り組み）を明確にし、市民への説明め十分に行う。
63,SR00006311,2023-07-10T14:54:36,一般,女性,50～59歳,鯖江（惜陰・進徳小学校区）,徒歩圏内に西山公園、公民館、学校、スーパーが揃ってること,高齢化が進んで、子供が少ない。空家、空き地が多い,公共交通機関の本数増。利便性の向上,１．いま住んでる地区にずっと住み続けたい,,住んでいる場所の利便性、環境がいいから,スマートフォン（スマホ）;テレビ;新聞・雑誌など,,地域資源を活かした観光交流が盛んなまち;身近に自然を感じることのできるまち;安心して結婚・出産・子育てができるまち,,観光客が滞在・周遊しやすい町。子育てがしやすいまち。,市役所で働いてる人が疲れてるように見える。人員が少ない？窓口の待ち時間が長くなった気がする。
